tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Economics,1270,University of Maryland,Ariel,,Benyishay,1119905,3,good,TEACHER,PROFESSOR,4.2
Jewish Studies,1270,University of Maryland,Yuval,,Benziman,1518524,3,good,TEACHER,PROFESSOR,4.5
Animal Science,1270,University of Maryland,Brian,,Bequette,1001681,5,good,TEACHER,PROFESSOR,4.5
Physics,1270,University of Maryland,Richard,,Berg,566149,11,good,TEACHER,PROFESSOR,4.2
Mathematics,1270,University of Maryland,Kenneth,,Berg,1044018,0,zero,TEACHER,PROFESSOR,N/A
Family Studies,1270,University of Maryland,Amanda,,Berger,1565343,4,average,TEACHER,PROFESSOR,3.4
English,1270,University of Maryland,Elliot,,Berger,2430369,1,good,TEACHER,PROFESSOR,5.0
Biology,1270,University of Maryland,Marie,L,Bergmeyer,2695123,0,zero,TEACHER,PROFESSOR,N/A
Art History,1270,University of Maryland,Sara,,Berkowitz,2394866,2,average,TEACHER,PROFESSOR,3.0
History,1270,University of Maryland,Ira,,Berlin,485510,21,good,TEACHER,PROFESSOR,3.8
Family Studies,1270,University of Maryland,Zack,,Berman,2759174,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Lindsay,,Bernal,1290523,8,average,TEACHER,PROFESSOR,2.6
Mechanical Engineering,1270,University of Maryland,Peter,,Bernard,1421024,1,good,TEACHER,PROFESSOR,4.0
Health Science,1270,University of Maryland,Debra,,Bernat,1864115,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,Ben,,Bezejouh,2687658,1,good,TEACHER,PROFESSOR,4.0
Physics,1270,University of Maryland,S.,,Bhagat,507495,28,poor,TEACHER,PROFESSOR,2.1
Business,1270,University of Maryland,Gaurav,,Bhalla,2051725,4,poor,TEACHER,PROFESSOR,1.0
Information Science,1270,University of Maryland,Aditya,,Bhat,2334581,2,good,TEACHER,PROFESSOR,5.0
Social Science,1270,University of Maryland,Nandikoor,,Bhat,2509682,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1270,University of Maryland,Prashanth,Nandikoor,Bhat,2598543,2,average,TEACHER,PROFESSOR,3.0
Computer Science,1270,University of Maryland,Randeep,,Bhatia,1212825,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Manjit,,Bhatia,2572240,1,average,TEACHER,PROFESSOR,3.0
Computer Science,1270,University of Maryland,Samrat,,Bhattacharjee,1057533,2,average,TEACHER,PROFESSOR,3.2
Philosophy,1270,University of Maryland,Harjit,,Bhogal,2406175,1,good,TEACHER,PROFESSOR,5.0
History,1270,University of Maryland,Janna,,Bianchini,2036044,13,average,TEACHER,PROFESSOR,3.1
French,1270,University of Maryland,Clara,Charlotte,Bichon,2599414,1,good,TEACHER,PROFESSOR,5.0
Literature,1270,University of Maryland,Kirk,,Bickel,1875165,1,good,TEACHER,PROFESSOR,4.0
Criminal Justice,1270,University of Maryland,David,,Bierie,2293424,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Hilary,,Bierman,2659543,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1270,University of Maryland,Angela,,Bies,2516437,6,good,TEACHER,PROFESSOR,4.5
Political Science,1270,University of Maryland,Daniel,,Biggers,1537088,1,good,TEACHER,PROFESSOR,4.0
Engineering,1270,University of Maryland,David,,Bigio,850290,9,poor,TEACHER,PROFESSOR,2.3
Information Science,1270,University of Maryland,Aric,,Bills,2384320,11,good,TEACHER,PROFESSOR,4.8
Architecture,1270,University of Maryland,Mike,,Binder,2691404,3,average,TEACHER,PROFESSOR,2.7
Government,1270,University of Maryland,Johanna,,Birnir,1231889,15,average,TEACHER,PROFESSOR,3.4
Animal Science,1270,University of Maryland,Debabrata,,Biswas,2377501,0,zero,TEACHER,PROFESSOR,N/A
Animal Science,1270,University of Maryland,Angela,,Black,1080746,6,good,TEACHER,PROFESSOR,4.6
American Studies,1270,University of Maryland,Claudia,,Blackburn,2316861,2,average,TEACHER,PROFESSOR,3.0
Journalism,1270,University of Maryland,Kevin,,Blackistone,1885377,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1270,University of Maryland,Daniel,,Blair,1223322,15,good,TEACHER,PROFESSOR,4.3
Bioengineering,1270,University of Maryland,Brian,,Blair,2700127,1,good,TEACHER,PROFESSOR,4.0
Accounting,1270,University of Maryland,Kelvin,,Blake,1972689,0,zero,TEACHER,PROFESSOR,N/A
Women's Studies,1270,University of Maryland,Donnesha,,Blake,2218254,5,good,TEACHER,PROFESSOR,4.8
Psychology,1270,University of Maryland,Jack,J,Blanchard,1866964,1,good,TEACHER,PROFESSOR,4.0
Art History,1270,University of Maryland,Beryl,,Bland,557570,14,good,TEACHER,PROFESSOR,3.6
Engineering,1270,University of Maryland,Gilmer,,Blankenship,1079613,3,good,TEACHER,PROFESSOR,3.5
Linguistics,1270,University of Maryland,Tonia,,Bleam,762550,19,good,TEACHER,PROFESSOR,3.8
Mathematics,1270,University of Maryland,Sam,,Bloom,2401877,16,average,TEACHER,PROFESSOR,2.7
Mathematics,1270,University of Maryland,Samuel,,Bloom,2430215,3,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,Alex,,Blumenthal,2317642,6,good,TEACHER,PROFESSOR,4.3
Music,1270,University of Maryland,John,Duncan,Boatright,2444313,2,good,TEACHER,PROFESSOR,4.0
Physics,1270,University of Maryland,Matthew,,Bobrowsky,1247157,3,good,TEACHER,PROFESSOR,5.0
Public Policy,1270,University of Maryland,Michael,,Bodaken,2730394,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1270,University of Maryland,Debra,,Boehmler,406314,35,good,TEACHER,PROFESSOR,4.0
Health Science,1270,University of Maryland,Bradley,,Boekeloo,1576635,4,average,TEACHER,PROFESSOR,3.3
Linguistics,1270,University of Maryland,Lee,,Boese,2604709,1,poor,TEACHER,PROFESSOR,1.0
Women's Studies,1270,University of Maryland,Lindsay,,Bogner Kelly,1820699,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Meredith,,Bohannon,2445274,6,average,TEACHER,PROFESSOR,3.0
English,1270,University of Maryland,Maurice,,Boissiere,2254500,21,good,TEACHER,PROFESSOR,4.8
Astronomy,1270,University of Maryland,Alberto,,Bolatto,2218689,6,average,TEACHER,PROFESSOR,2.7
Education,1270,University of Maryland,Alexis,,Boleda,2434043,1,good,TEACHER,PROFESSOR,5.0
Human Development,1270,University of Maryland,Donald,,Bolger,2734417,0,zero,TEACHER,PROFESSOR,N/A
Architecture,1270,University of Maryland,Sarah,,Bolivar,2735168,1,poor,TEACHER,PROFESSOR,1.0
Women's Studies,1270,University of Maryland,Lynn,,Bolles,898505,3,average,TEACHER,PROFESSOR,2.8
Marketing,1270,University of Maryland,Marjorie,,Bonavia,2103207,14,poor,TEACHER,PROFESSOR,2.4
Government,1270,University of Maryland,Kanisha,,Bond,2457174,3,average,TEACHER,PROFESSOR,3.3
Sociology,1270,University of Maryland,Helen,,Bond,2819491,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,R.,,Bonenberger,679225,21,good,TEACHER,PROFESSOR,4.5
History,1270,University of Maryland,Christopher,,Bonner,2127822,6,good,TEACHER,PROFESSOR,4.5
English Language  Literature,1270,University of Maryland,Sarah,,Bonnie ,2075614,4,good,TEACHER,PROFESSOR,3.9
Business,1270,University of Maryland,John,,Bono,2493579,16,good,TEACHER,PROFESSOR,4.3
Information Science,1270,University of Maryland,Elizabeth,,Bonsignore,2244394,12,good,TEACHER,PROFESSOR,4.8
Criminal Justice,1270,University of Maryland,Sarah,,Boonstoppel,1416540,3,average,TEACHER,PROFESSOR,2.8
Psychology,1270,University of Maryland,John,,Booth,2702426,0,zero,TEACHER,PROFESSOR,N/A
Human Development,1270,University of Maryland,Donald,,Bolger,2734417,1,good,TEACHER,PROFESSOR,5.0
Architecture,1270,University of Maryland,Sarah,,Bolivar,2735168,4,poor,TEACHER,PROFESSOR,1.2
Women's Studies,1270,University of Maryland,Lynn,,Bolles,898505,3,average,TEACHER,PROFESSOR,2.8
Marketing,1270,University of Maryland,Marjorie,,Bonavia,2103207,15,poor,TEACHER,PROFESSOR,2.4
Government,1270,University of Maryland,Kanisha,,Bond,2457174,3,average,TEACHER,PROFESSOR,3.3
Sociology,1270,University of Maryland,Helen,,Bond,2819491,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,R.,,Bonenberger,679225,21,good,TEACHER,PROFESSOR,4.5
History,1270,University of Maryland,Christopher,,Bonner,2127822,6,good,TEACHER,PROFESSOR,4.5
English Language  Literature,1270,University of Maryland,Sarah,,Bonnie ,2075614,4,good,TEACHER,PROFESSOR,3.9
Business,1270,University of Maryland,John,,Bono,2493579,17,good,TEACHER,PROFESSOR,4.3
Information Science,1270,University of Maryland,Elizabeth,,Bonsignore,2244394,12,good,TEACHER,PROFESSOR,4.8
Criminal Justice,1270,University of Maryland,Sarah,,Boonstoppel,1416540,3,average,TEACHER,PROFESSOR,2.8
Psychology,1270,University of Maryland,John,,Booth,2702426,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Gerald,,Borgia,255450,22,poor,TEACHER,PROFESSOR,1.8
History,1270,University of Maryland,Antoine,,Borrut,1426621,10,good,TEACHER,PROFESSOR,4.3
Spanish,1270,University of Maryland,Mariluz,,Bort,1874599,5,good,TEACHER,PROFESSOR,4.4
Public Policy,1270,University of Maryland,Patricia,,Bory,2436473,4,good,TEACHER,PROFESSOR,4.0
Health Science,1270,University of Maryland,Dina,,Borzekowski,2203410,6,average,TEACHER,PROFESSOR,2.8
Business,1270,University of Maryland,Katherine,,Bosch,2229492,2,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Ray,,Bossert,199416,13,good,TEACHER,PROFESSOR,4.2
Information Science,1270,University of Maryland,Adrianne,,Bradford,2600056,0,zero,TEACHER,PROFESSOR,N/A
Theater,1270,University of Maryland,Karen,,Bradley,263398,3,good,TEACHER,PROFESSOR,3.7
French,1270,University of Maryland,Joseph,,Brami,830226,3,good,TEACHER,PROFESSOR,3.8
Sociology,1270,University of Maryland,Amelia,,Branigan,2544194,12,good,TEACHER,PROFESSOR,4.2
Mathematics,1270,University of Maryland,Samuel,,Braunfeld,2655746,6,good,TEACHER,PROFESSOR,4.3
Psychology,1270,University of Maryland,Steve,,Brauth,303869,6,good,TEACHER,PROFESSOR,4.4
Classics,1270,University of Maryland,Jorge,,Bravo,1875564,5,good,TEACHER,PROFESSOR,4.4
Computer Science,1270,University of Maryland,Hector,Corrada,Bravo,2381660,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,1270,University of Maryland,Ramon,,Braza,2548891,2,average,TEACHER,PROFESSOR,3.0
English,1270,University of Maryland,Oliver,,Breary,1788134,2,average,TEACHER,PROFESSOR,3.2
Education,1270,University of Maryland,Alaina,,Brenick,1042713,7,poor,TEACHER,PROFESSOR,2.2
Education,1270,University of Maryland,Julie,,Brenner,2427244,0,zero,TEACHER,PROFESSOR,N/A
Nutrition & Foods,1270,University of Maryland,Nancy,,Brenowitz,883127,8,good,TEACHER,PROFESSOR,4.3
History,1270,University of Maryland,Holly,,Brewer,2484645,1,good,TEACHER,PROFESSOR,5.0
Information Science,1270,University of Maryland,Jonathan,,Briar,2334268,1,poor,TEACHER,PROFESSOR,2.0
Engineering,1270,University of Maryland,R. M.,,Briber,1024541,6,good,TEACHER,PROFESSOR,3.6
Writing,1270,University of Maryland,Leslie,,Brice,2473960,0,zero,TEACHER,PROFESSOR,N/A
Architecture,1270,University of Maryland,Michael,,Brick,2204218,2,good,TEACHER,PROFESSOR,5.0
Management,1270,University of Maryland,Suzane,L,Bricker,1822370,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,T.,,Bridges,1058878,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1270,University of Maryland,Jonathan,,Brier,2295510,3,poor,TEACHER,PROFESSOR,2.0
Anthropology,1270,University of Maryland,Stephen,,Brighton,840221,17,good,TEACHER,PROFESSOR,3.8
Biology,1270,University of Maryland,Volker,,Briken,1032725,3,good,TEACHER,PROFESSOR,3.8
Communication,1270,University of Maryland,Rowena,,Briones,1203205,6,good,TEACHER,PROFESSOR,4.5
Finance,1270,University of Maryland,Kenneth,,Brodkowitz,2719080,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Justin,,Brody,1186889,0,zero,TEACHER,PROFESSOR,N/A
American Studies,1270,University of Maryland,Michael,,Brody,1667575,1,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Sebastian,,Bronson Boddie,2812230,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1270,University of Maryland,Michelle,,Brooks,1084405,7,average,TEACHER,PROFESSOR,2.8
Public Health,1270,University of Maryland,Alyssa,,Brooks,2495717,1,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Jesse,,Brooks,2197806,10,good,TEACHER,PROFESSOR,3.8
Criminal Justice,1270,University of Maryland,Laure,,Brooks,176679,61,good,TEACHER,PROFESSOR,4.7
English Language & Literature,1270,University of Maryland,David,J,Brookshire,1782896,27,good,TEACHER,PROFESSOR,4.8
Mathematics,1270,University of Maryland,Patrick,,Brosnan,2192511,9,average,TEACHER,PROFESSOR,3.4
Not Specified,1270,University of Maryland,Christopher,,Brown,1795436,1,good,TEACHER,PROFESSOR,4.5
Decision Science,1270,University of Maryland,Monique,,Brown,2144216,0,zero,TEACHER,PROFESSOR,N/A
Finance,1270,University of Maryland,Tony,,Brown,2324148,2,average,TEACHER,PROFESSOR,2.5
Music,1270,University of Maryland,Andrea,,Brown,2660002,1,good,TEACHER,PROFESSOR,5.0
Sociology,1270,University of Maryland,Joey,,Brown,2543002,8,good,TEACHER,PROFESSOR,4.7
Kinesiology,1270,University of Maryland,Elizabeth,,Brown,1141124,11,good,TEACHER,PROFESSOR,4.9
Accounting,1270,University of Maryland,Stephen,,Brown,1850437,3,poor,TEACHER,PROFESSOR,2.3
Engineering,1270,University of Maryland,Kaye,,Brubaker,745086,10,good,TEACHER,PROFESSOR,4.3
African-American Studies,1270,University of Maryland,La Marr,Jurelle,Bruce,2460537,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Arthur,,Bruckheim,2263311,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Jaclyn,,Bruner,2710420,1,good,TEACHER,PROFESSOR,5.0
Women's Studies,1270,University of Maryland,Laura,,Brunner,1518564,1,average,TEACHER,PROFESSOR,3.0
English,1270,University of Maryland,Tim,,Bruno,1991920,2,good,TEACHER,PROFESSOR,4.5
Biology,1270,University of Maryland,Emily,,Bruns,2629857,4,good,TEACHER,PROFESSOR,5.0
Criminal Justice,1270,University of Maryland,Rod,,Brunson,2743825,0,zero,TEACHER,PROFESSOR,N/A
Classics,1270,University of Maryland,Gregory,,Bucher,2400750,3,good,TEACHER,PROFESSOR,5.0
Microbiology,1270,University of Maryland,John,,Buchner,1782244,28,average,TEACHER,PROFESSOR,2.8
Art,1270,University of Maryland,Audra,,Buck-Coleman,1356620,6,average,TEACHER,PROFESSOR,3.3
Physics,1270,University of Maryland,David,,Buehrle,1956597,35,average,TEACHER,PROFESSOR,2.7
Chemistry,1270,University of Maryland,Pedro,,Bueno,2422452,53,good,TEACHER,PROFESSOR,3.6
Physics,1270,University of Maryland,David,,Buerhle,1884050,18,poor,TEACHER,PROFESSOR,2.5
Public Policy,1270,University of Maryland,Jennifer,,Bui,2519795,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1270,University of Maryland,Adil,,Bukhari,1442638,0,zero,TEACHER,PROFESSOR,N/A
Spanish,1270,University of Maryland,Daniela,,Bulansky,2740637,1,good,TEACHER,PROFESSOR,5.0
Education,1270,University of Maryland,Tarik,,Bulik,2692051,0,zero,TEACHER,PROFESSOR,N/A
Business,1270,University of Maryland,Gary,,Bulmash,2103049,1,good,TEACHER,PROFESSOR,4.0
Accounting,1270,University of Maryland,Gary,,Bulmash,727586,53,good,TEACHER,PROFESSOR,4.2
Anthropology,1270,University of Maryland,Michael,,Buonanno,1688567,1,good,TEACHER,PROFESSOR,4.0
Physics,1270,University of Maryland,Alessandra,,Buonanno,1873319,1,average,TEACHER,PROFESSOR,3.0
Government,1270,University of Maryland,Matthew,,Burger,1007667,3,good,TEACHER,PROFESSOR,4.0
Entomology,1270,University of Maryland,Karin,,Burghardt,2745655,1,good,TEACHER,PROFESSOR,5.0
Education,1270,University of Maryland,Nate,,Burke,2496966,1,good,TEACHER,PROFESSOR,5.0
Architecture,1270,University of Maryland,Juan,,Burke,2561223,6,good,TEACHER,PROFESSOR,4.3
Human Development,1270,University of Maryland,Amanda,,Burkholder,2682610,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1270,University of Maryland,Chartese,,Burnett,1783921,2,good,TEACHER,PROFESSOR,4.2
Journalism,1270,University of Maryland,Alison,,Burns,2553262,8,good,TEACHER,PROFESSOR,4.4
Education,1270,University of Maryland,Jennifer,,Burris,2373262,1,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,Randall,M,Bustad,2574681,0,zero,TEACHER,PROFESSOR,N/A
Public Health,1270,University of Maryland,Kendall,,Bustad,2415757,10,poor,TEACHER,PROFESSOR,2.3
Honors,1270,University of Maryland,Michelle,,Butler,2236135,1,good,TEACHER,PROFESSOR,5.0
Human Development,1270,University of Maryland,Lucas,Payne,Butler,2301176,0,zero,TEACHER,PROFESSOR,N/A
Family Studies,1270,University of Maryland,James,,Butler,2064534,18,good,TEACHER,PROFESSOR,4.5
English,1270,University of Maryland,Virginia,,Butler,2076046,9,good,TEACHER,PROFESSOR,3.8
English,1270,University of Maryland,Joshua,Graham,Buursma,2306295,6,good,TEACHER,PROFESSOR,4.5
Art,1270,University of Maryland,Krista,,Caballero,2291654,5,poor,TEACHER,PROFESSOR,1.8
Engineering,1270,University of Maryland,John,,Cable,902818,12,poor,TEACHER,PROFESSOR,2.2
Journalism,1270,University of Maryland,Denise,,Cabrera,1185389,6,poor,TEACHER,PROFESSOR,1.7
Human Development,1270,University of Maryland,Natasha,,Cabrera,1361061,2,good,TEACHER,PROFESSOR,4.5
Aerospace Studies,1270,University of Maryland,Chris,,Cadou,1252799,12,poor,TEACHER,PROFESSOR,2.3
Communication,1270,University of Maryland,Deborah,,Cai,942975,6,good,TEACHER,PROFESSOR,3.5
Government,1270,University of Maryland,Sean,,Cain,911221,3,good,TEACHER,PROFESSOR,4.3
Engineering,1270,University of Maryland,Richard,,Calabrese,631015,2,good,TEACHER,PROFESSOR,3.8
Engineering,1270,University of Maryland,Kevin,,Calabro,956737,19,good,TEACHER,PROFESSOR,4.4
Computer Science,1270,University of Maryland,Joseacute,,Calderoacuten,2603188,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1270,University of Maryland,Apolonia,,Calderon,2549845,7,poor,TEACHER,PROFESSOR,1.3
Computer Science,1270,University of Maryland,Jose,M,Calderon,2640751,4,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,Jake,,Calhoun,2467742,4,poor,TEACHER,PROFESSOR,2.3
Philosophy,1270,University of Maryland,Pamela,,Callahan,2585157,1,poor,TEACHER,PROFESSOR,2.0
Engineering,1270,University of Maryland,Alfonso,,Callejo,2467307,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Alexandra,,Calloway,1373311,7,average,TEACHER,PROFESSOR,3.0
Bioengineering,1270,University of Maryland,Jarred,,Callura,2700128,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1270,University of Maryland,AL,J,Calogero,1818498,4,poor,TEACHER,PROFESSOR,1.0
Government,1270,University of Maryland,Ernesto,,Calvo,2568860,1,good,TEACHER,PROFESSOR,5.0
History,1270,University of Maryland,Sarah,,Cameron,1820615,3,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,Masha,,Cameron,2237385,0,zero,TEACHER,PROFESSOR,N/A
French,1270,University of Maryland,Herve,,Campangne,885175,4,good,TEACHER,PROFESSOR,4.0
English,1270,University of Maryland,Martin,,Camper,1704101,3,good,TEACHER,PROFESSOR,4.7
Spanish,1270,University of Maryland,Elena,,Campero,1132406,7,good,TEACHER,PROFESSOR,4.6
Anthropology,1270,University of Maryland,Marta,,Camps,777781,6,average,TEACHER,PROFESSOR,3.0
Spanish,1270,University of Maryland,Evelyn,,Canabal-Torres,1685427,6,good,TEACHER,PROFESSOR,3.8
Honors,1270,University of Maryland,Lauren,,Cannady,2662788,1,good,TEACHER,PROFESSOR,4.0
History,1270,University of Maryland,David,,Cantor,1931556,3,poor,TEACHER,PROFESSOR,1.5
Public Health,1270,University of Maryland,David,,Cantor,2149503,2,poor,TEACHER,PROFESSOR,1.0
Business,1270,University of Maryland,Eugene,,Cantor,975833,21,good,TEACHER,PROFESSOR,4.2
Atmospheric  Oceanic Sciences,1270,University of Maryland,Tim,,Canty,2088671,4,good,TEACHER,PROFESSOR,5.0
Science,1270,University of Maryland,Tim,,Canty,1898522,21,good,TEACHER,PROFESSOR,4.4
Communication,1270,University of Maryland,Luke,,Capizzo,2078736,4,good,TEACHER,PROFESSOR,4.7
Psychology,1270,University of Maryland,Thomas,,Capo,241995,78,poor,TEACHER,PROFESSOR,1.9
Biochemistry,1270,University of Maryland,Christopher,,Capp,1964420,10,good,TEACHER,PROFESSOR,4.5
Biology,1270,University of Maryland,Melissa,,Caras,2735932,1,average,TEACHER,PROFESSOR,3.0
Government,1270,University of Maryland,Shannon,,Carcelli,2594708,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Kristin,,Carfora,2266750,1,good,TEACHER,PROFESSOR,5.0
Leadership,1270,University of Maryland,Veronica,,Carlan,2724552,0,zero,TEACHER,PROFESSOR,N/A
